kegg_id,target_name,target_accession,query_name,query_accession,e_value,score,bias,best_domain_e_value,best_domain_score,best_domain_bias
K18216,SC-T1-3_k127_441408_4,-,K18216,-,2.3e-14,50.2,0.0,3.1e-14,49.7,0.0
K18216,HP-T1-6_k127_294656_5,-,K18216,-,9.6e-14,48.1,0.6,2.9e-07,26.7,0.4
K18216,8-T1-6_k127_217740_31,-,K18216,-,1.2e-13,47.8,0.2,4e-09,32.9,0.0
K18216,8-T1-6_k127_217740_26,-,K18216,-,1.6e-13,47.4,3.4,1.1e-06,24.8,0.0
K18216,8-T1-9_k127_384206_10,-,K18216,-,5.2e-13,45.7,0.0,4.1e-10,36.1,0.1
K18216,SC-T1-3_k127_985991_3,-,K18216,-,5.2e-13,45.7,0.0,4.2e-12,42.7,0.0
K18216,8-T1-6_k127_292798_7,-,K18216,-,5.6e-13,45.6,0.1,1.1e-12,44.6,0.1
K18216,11B-T1-6_k127_510359_6,-,K18216,-,6e-13,45.5,0.0,7.7e-13,45.1,0.0
K18216,UAB-T1-6_k127_697090_3,-,K18216,-,7.5e-11,38.5,0.1,4.5e-07,26.1,0.3
K18216,RC-T1-3_k127_849532_2,-,K18216,-,1.8e-09,34.0,1.1,5.9e-06,22.4,0.0
K18216,SC-T1-3_k127_985991_4,-,K18216,-,2.2e-06,23.8,0.6,0.0007,15.5,0.3
K10619,RP-T1-6_k127_718646_7,-,K10619,-,1.4e-91,304.7,0.0,1.6e-91,304.6,0.0
K10619,HP-T1-3_k127_254926_6,-,K10619,-,1.9e-72,241.7,0.0,3.6e-72,240.8,0.0
K10619,HP-T1-3_k127_661173_19,-,K10619,-,4.4e-10,36.3,0.0,1.5e-09,34.5,0.0
K13527,11B-T1-3_k127_285612_7,-,K13527,-,8.6e-42,141.0,0.8,8.6e-42,141.0,0.8
K13527,SC-T1-6_k127_458071_10,-,K13527,-,1.6e-10,37.7,0.2,2.4e-07,27.2,0.1
K13527,HP-T1-6_k127_183432_158,-,K13527,-,1.8e-09,34.3,0.0,3.7e-05,20.0,0.0
K26829,RP-T1-6_k127_1481604_14,-,K26829,-,2.2e-19,67.4,0.2,3.2e-19,66.9,0.2
K26829,RP-T1-3_k127_353684_6,-,K26829,-,5.3e-18,62.9,0.2,8.4e-18,62.2,0.2
K26829,HP-T1-6_k127_166964_13,-,K26829,-,2.4e-15,54.2,1.5,4.9e-15,53.2,1.3
K12042,SC-T1-3_k127_255237_4,-,K12042,-,2.8e-07,27.7,0.9,8.9e-06,22.8,0.3
K12042,SC-T1-3_k127_601050_16,-,K12042,-,4.8e-06,23.7,0.1,5.6e-06,23.5,0.1
K03627,HP-T1-6_k127_183432_44,-,K03627,-,3.6e-09,34.2,0.0,4.6e-09,33.9,0.0
K03627,HP-T1-9_k127_883720_4,-,K03627,-,3.2e-08,31.1,0.0,5.1e-08,30.5,0.0
K03627,SC-T1-3_k127_632660_1,-,K03627,-,1.8e-07,28.6,0.0,2.3e-07,28.3,0.0
K27594,RP-T1-6_k127_718646_3,-,K27594,-,7.7e-15,52.4,0.3,9.2e-15,52.1,0.3
K16000,SC-T1-3_k127_242558_1,-,K16000,-,0.0,3366.6,226.3,0.0,1121.7,49.6
K16000,RC-T1-3_k127_387592_1,-,K16000,-,0.0,2476.3,110.1,2.6e-302,1003.9,24.4
K16000,SC-T1-3_k127_743647_11,-,K16000,-,4.3e-204,677.8,82.1,5.1e-169,561.4,40.7
K16000,SC-T1-3_k127_734542_1,-,K16000,-,5.2e-109,362.2,31.5,6.2e-109,362.0,31.5
K16000,8-T1-6_k127_217740_19,-,K16000,-,1.4e-28,95.3,3.9,1.7e-28,95.0,3.9
K16000,8-T1-6_k127_217740_16,-,K16000,-,1.4e-22,75.3,11.3,1.9e-22,74.9,11.3
K26562,SC-T1-3_k127_63663_12,-,K26562,-,9.8e-18,61.1,5.7,2.1e-17,60.0,5.7
K27043,HP-T1-9_k127_883720_4,-,K27043,-,2e-09,35.3,2.3,2.1e-09,35.2,2.3
K27043,RP-T1-3_k127_622948_9,-,K27043,-,3.3e-09,34.6,0.9,3.9e-09,34.3,0.9
K27043,HP-T1-6_k127_518248_5,-,K27043,-,3.2e-08,31.3,1.2,4.5e-08,30.8,1.2
K27043,SC-T1-3_k127_260630_9,-,K27043,-,1.9e-07,28.8,2.3,3e-07,28.1,2.3
K27043,SC-T1-3_k127_1110081_23,-,K27043,-,4.3e-07,27.6,1.0,5.3e-07,27.3,1.0
K27043,RP-T1-6_k127_1953393_2,-,K27043,-,2.4e-06,25.2,0.9,2.6e-06,25.1,0.9
K27043,SC-T1-3_k127_561981_17,-,K27043,-,3e-06,24.8,0.0,3.1e-06,24.8,0.0
K27043,RC-T1-9_k127_354979_7,-,K27043,-,4.2e-06,24.4,0.1,4.4e-06,24.3,0.1
K27874,8-T1-6_k127_252547_2,-,K27874,-,1.3e-08,31.4,0.0,0.00071,15.6,0.0
K00031,UAB-T1-6_k127_1060950_10,-,K00031,-,4.1e-15,53.1,0.0,4.9e-15,52.8,0.0
K14818,8-T1-6_k127_156082_8,-,K14818,-,5.5e-26,88.6,4.8,1.2e-21,74.2,0.0
K15800,SC-T1-3_k127_47800_9,-,K15800,-,4e-26,89.1,0.0,8.3e-26,88.0,0.0
K15800,SC-T1-3_k127_612414_10,-,K15800,-,2.6e-23,79.8,0.0,2.3e-20,70.1,0.0
K15800,SC-T1-3_k127_104701_2,-,K15800,-,1.5e-21,74.0,0.0,2.8e-19,66.5,0.0
K15800,RP-T1-6_k127_168662_28,-,K15800,-,7.4e-17,58.5,0.0,1e-16,58.0,0.0
K15800,SC-T1-3_k127_492331_4,-,K15800,-,6.5e-09,32.3,0.0,5.3e-07,26.0,0.0
K15800,HP-T1-3_k127_661173_5,-,K15800,-,5.3e-06,22.7,0.0,7.9e-06,22.1,0.0
K15800,8-T1-6_k127_217740_24,-,K15800,-,5.7e-06,22.6,0.0,9.8e-06,21.8,0.0
K08745,SC-T1-3_k127_612414_6,-,K08745,-,1.9e-69,232.4,0.0,4.4e-48,161.8,0.0
K08745,HP-T1-6_k127_918630_5,-,K08745,-,7.8e-42,141.1,0.0,2.4e-40,136.2,0.0
K08745,SC-T1-3_k127_344036_8,-,K08745,-,8.8e-29,98.0,0.0,2.6e-14,50.1,0.0
K08745,HP-T1-6_k127_183432_150,-,K08745,-,2.2e-28,96.7,0.0,4.1e-24,82.5,0.0
K08745,HP-T1-6_k127_294656_32,-,K08745,-,1.2e-25,87.6,0.0,6.3e-20,68.7,0.0
K08745,HP-T1-6_k127_294656_31,-,K08745,-,6.1e-22,75.4,0.0,4.3e-15,52.7,0.0
K08745,SC-T1-3_k127_344036_3,-,K08745,-,2.2e-21,73.5,0.0,4.3e-11,39.5,0.0
K08745,RP-T1-3_k127_1758766_16,-,K08745,-,1.8e-16,57.2,0.0,1.2e-08,31.4,0.0
K08745,RP-T1-3_k127_175146_11,-,K08745,-,8.4e-16,55.1,0.0,4.5e-10,36.1,0.0
K08745,RP-T1-3_k127_1758766_17,-,K08745,-,5e-15,52.5,0.0,1.7e-10,37.6,0.0
K08745,RC-T1-3_k127_467705_9,-,K08745,-,1.1e-11,41.4,0.0,1.4e-11,41.1,0.0
K08745,SC-T1-3_k127_953376_8,-,K08745,-,1.3e-10,37.9,0.0,3.4e-08,29.9,0.0
K08745,SC-T1-3_k127_743647_9,-,K08745,-,4.2e-09,32.9,0.0,0.00012,18.2,0.0
K08745,SC-T1-3_k127_501952_19,-,K08745,-,2.1e-08,30.6,0.0,1.7e-07,27.6,0.0
K08745,RC-T1-3_k127_506943_8,-,K08745,-,2.5e-06,23.7,0.0,0.0077,12.2,0.0
K01567,8-T1-9_k127_384206_5,-,K01567,-,2.3e-29,100.0,0.0,2.8e-29,99.7,0.0
K01567,RC-T1-3_k127_303971_11,-,K01567,-,6.4e-12,42.7,0.0,8.8e-12,42.2,0.0
K02315,HP-T1-6_k127_1184122_16,-,K02315,-,2.4e-07,27.3,0.0,3.4e-07,26.8,0.0
K02315,11B-T1-3_k127_285612_7,-,K02315,-,4.2e-06,23.2,0.0,5.9e-06,22.7,0.0
K02315,HP-T1-6_k127_183432_115,-,K02315,-,1e-05,22.0,0.2,1e-05,22.0,0.2
K18308,RP-T1-6_k127_1963256_16,-,K18308,-,4.3e-84,280.6,27.1,5.1e-84,280.4,27.1
K26066,RP-T1-3_k127_622948_4,-,K26066,-,1.2e-48,163.1,0.5,1.4e-48,162.9,0.5
K26066,SC-T1-3_k127_853096_20,-,K26066,-,1.1e-40,137.0,0.3,1.6e-40,136.4,0.3
K26066,SC-T1-3_k127_85119_12,-,K26066,-,1.3e-40,136.8,7.1,1.5e-40,136.5,7.1
K26066,SC-T1-3_k127_786452_6,-,K26066,-,2.8e-39,132.4,3.0,3.2e-39,132.1,3.0
K26066,SC-T1-3_k127_607320_8,-,K26066,-,1.8e-38,129.7,0.6,2.3e-38,129.4,0.6
K26066,HP-T1-3_k127_661173_4,-,K26066,-,2.1e-37,126.2,2.8,2.5e-37,125.9,2.8
K26066,SC-T1-3_k127_953376_6,-,K26066,-,1.1e-36,123.9,2.9,1.4e-36,123.5,2.9
K26066,SC-T1-3_k127_163043_1,-,K26066,-,9.6e-36,120.8,0.0,1.2e-35,120.5,0.0
K26066,RP-T1-3_k127_2099112_5,-,K26066,-,5.1e-35,118.4,0.0,6e-35,118.1,0.0
K26066,SC-T1-3_k127_1057698_13,-,K26066,-,6.4e-34,114.8,1.4,8.1e-34,114.4,1.4
K26066,RC-T1-9_k127_759463_5,-,K26066,-,1.6e-33,113.5,0.0,2.1e-33,113.1,0.0
K26066,HP-T1-6_k127_816158_11,-,K26066,-,1.7e-33,113.4,0.0,2.3e-33,112.9,0.0
K26066,SC-T1-3_k127_607320_3,-,K26066,-,1.7e-32,110.1,0.1,2e-32,109.9,0.1
K26066,8-T1-6_k127_217740_14,-,K26066,-,5.9e-32,108.3,0.2,8.4e-32,107.8,0.2
K26066,RP-T1-6_k127_718646_6,-,K26066,-,2.2e-30,103.2,0.1,2.6e-30,102.9,0.1
K26066,RP-T1-3_k127_2099112_7,-,K26066,-,3.1e-30,102.7,0.0,3.9e-30,102.4,0.0
K26066,SC-T1-3_k127_461952_10,-,K26066,-,3.7e-29,99.2,1.0,4.6e-29,98.9,1.0
K26066,HP-T1-6_k127_294656_30,-,K26066,-,1.8e-28,96.9,0.2,2.1e-28,96.7,0.2
K26066,SC-T1-3_k127_1057698_9,-,K26066,-,5.6e-28,95.3,0.1,8.4e-28,94.7,0.1
K26066,RP-T1-9_k127_91681_14,-,K26066,-,4.1e-25,85.9,1.5,4.8e-25,85.7,1.5
K26066,SC-T1-3_k127_612414_15,-,K26066,-,2.8e-23,79.9,0.1,3.4e-23,79.6,0.1
K26066,8-T1-6_k127_217740_12,-,K26066,-,4.1e-18,62.9,2.0,4.9e-18,62.7,2.0
K26066,RP-T1-6_k127_168662_27,-,K26066,-,4.8e-18,62.7,0.0,6.7e-18,62.2,0.0
K26066,8-T1-6_k127_217740_6,-,K26066,-,3.9e-17,59.7,0.1,1.2e-16,58.1,0.1
K26066,SC-T1-3_k127_670092_10,-,K26066,-,5.7e-13,46.1,0.3,8.6e-13,45.5,0.3
K26066,RC-T1-9_k127_8007_6,-,K26066,-,3.7e-12,43.4,0.2,1e-11,41.9,0.2
K26066,SC-T1-3_k127_561981_3,-,K26066,-,2.5e-11,40.6,0.3,2.6e-10,37.3,0.3
K26066,SC-T1-3_k127_740408_4,-,K26066,-,3.4e-10,36.9,0.5,4.7e-10,36.5,0.5
K26066,SC-T1-3_k127_242558_1,-,K26066,-,9.1e-10,35.5,11.4,1.2e-05,22.1,0.2
K26066,HP-T1-3_k127_254926_9,-,K26066,-,1.2e-09,35.1,0.1,1.9e-09,34.5,0.1
K26066,RC-T1-9_k127_777842_4,-,K26066,-,1.5e-09,34.8,3.4,2.3e-08,30.9,3.4
K26066,RC-T1-3_k127_387592_1,-,K26066,-,4.6e-06,23.4,0.0,1.1e-05,22.2,0.0
K26066,8-T1-6_k127_283000_17,-,K26066,-,7.7e-06,22.7,0.0,8.1e-06,22.6,0.0
K23015,UAB-T1-6_k127_1060950_5,-,K23015,-,7.4e-12,42.8,0.0,1.1e-11,42.2,0.0
K23015,SC-T1-3_k127_77686_5,-,K23015,-,2.6e-09,34.4,0.0,3.4e-09,34.0,0.0
K23015,SC-T1-3_k127_624816_9,-,K23015,-,2.9e-09,34.3,0.0,1.1e-08,32.3,0.0
K15234,SC-T1-6_k127_948687_12,-,K15234,-,1.3e-25,87.7,0.0,7e-18,62.4,0.0
K16422,8-T1-6_k127_226792_4,-,K16422,-,1.1e-148,494.2,21.5,1.3e-148,493.9,21.5
K22605,RP-T1-3_k127_622948_4,-,K22605,-,1.2e-73,245.0,0.3,1.4e-73,244.8,0.3
K22605,SC-T1-3_k127_953376_6,-,K22605,-,9.1e-63,209.4,0.9,1.1e-62,209.1,0.9
K22605,8-T1-6_k127_217740_14,-,K22605,-,3.5e-58,194.4,0.1,8.4e-58,193.1,0.1
K22605,RP-T1-6_k127_718646_6,-,K22605,-,9.3e-58,193.0,0.1,1e-57,192.8,0.1
K22605,RC-T1-9_k127_759463_5,-,K22605,-,2e-57,191.9,0.0,2.3e-57,191.7,0.0
K22605,SC-T1-3_k127_853096_20,-,K22605,-,5.1e-57,190.6,0.2,6.4e-57,190.2,0.2
K22605,RP-T1-3_k127_2099112_5,-,K22605,-,6.9e-54,180.3,0.0,8.1e-54,180.1,0.0
K22605,HP-T1-3_k127_661173_4,-,K22605,-,2.2e-53,178.6,2.0,2.5e-53,178.4,2.0
K22605,HP-T1-6_k127_816158_11,-,K22605,-,1.2e-52,176.2,0.0,1.4e-52,176.0,0.0
K22605,SC-T1-3_k127_786452_6,-,K22605,-,4.8e-51,171.0,1.8,5.3e-51,170.8,1.8
K22605,SC-T1-3_k127_85119_12,-,K22605,-,2.8e-50,168.5,5.5,3.4e-50,168.2,5.5
K22605,SC-T1-3_k127_163043_1,-,K22605,-,8.1e-50,167.0,0.0,1.1e-49,166.6,0.0
K22605,SC-T1-3_k127_1057698_13,-,K22605,-,3.2e-49,165.0,0.4,3.9e-49,164.7,0.4
K22605,RP-T1-3_k127_2099112_7,-,K22605,-,5.6e-49,164.2,0.0,6.6e-49,164.0,0.0
K22605,SC-T1-3_k127_607320_8,-,K22605,-,1.5e-48,162.8,0.0,1.8e-48,162.6,0.0
K22605,HP-T1-6_k127_294656_30,-,K22605,-,1.8e-48,162.6,0.1,2.2e-48,162.3,0.1
K22605,8-T1-6_k127_217740_12,-,K22605,-,2.3e-47,158.9,0.6,2.7e-47,158.7,0.6
K22605,SC-T1-3_k127_1057698_9,-,K22605,-,2.6e-47,158.7,0.0,3.6e-47,158.3,0.0
K22605,SC-T1-3_k127_461952_10,-,K22605,-,2e-45,152.6,0.2,2.3e-45,152.4,0.2
K22605,SC-T1-3_k127_607320_3,-,K22605,-,7.6e-42,140.9,0.0,9.7e-42,140.5,0.0
K22605,RP-T1-9_k127_91681_14,-,K22605,-,1.5e-38,130.0,0.8,1.8e-38,129.8,0.8
K22605,SC-T1-3_k127_612414_15,-,K22605,-,9.7e-38,127.4,0.0,1.2e-37,127.1,0.0
K22605,RP-T1-6_k127_168662_27,-,K22605,-,8.5e-34,114.5,0.0,1.3e-33,113.8,0.0
K22605,SC-T1-3_k127_561981_3,-,K22605,-,2.1e-32,110.0,0.0,7.1e-31,104.9,0.0
K22605,SC-T1-3_k127_670092_10,-,K22605,-,5.3e-32,108.6,0.0,7.1e-32,108.2,0.0
K22605,SC-T1-3_k127_740408_4,-,K22605,-,2e-24,83.8,0.4,2.5e-24,83.5,0.4
K22605,HP-T1-3_k127_254926_9,-,K22605,-,5.1e-23,79.2,0.0,8.8e-23,78.4,0.0
K22605,RC-T1-9_k127_8007_6,-,K22605,-,2.2e-18,64.0,0.0,1e-17,61.8,0.0
K22605,RC-T1-9_k127_777842_4,-,K22605,-,7.3e-18,62.3,0.0,1e-17,61.8,0.0
K22605,8-T1-6_k127_217740_6,-,K22605,-,8.9e-15,52.2,0.0,1.5e-14,51.5,0.0
K22605,SC-T1-3_k127_242558_1,-,K22605,-,7.7e-12,42.6,0.0,0.00011,19.2,0.0
K22605,RC-T1-3_k127_387592_1,-,K22605,-,6.9e-09,32.9,0.0,1.2e-08,32.1,0.0
K22605,RC-T1-9_k127_759463_1,-,K22605,-,8.7e-09,32.6,0.0,2.5e-08,31.0,0.0
K22605,8-T1-6_k127_283000_17,-,K22605,-,3.3e-08,30.7,0.0,3.8e-08,30.5,0.0
K07408,SC-T1-3_k127_104701_2,-,K07408,-,9.7e-50,167.0,0.0,1.6e-49,166.3,0.0
K07408,SC-T1-3_k127_47800_9,-,K07408,-,2.1e-42,142.8,0.0,3.9e-42,141.9,0.0
K07408,SC-T1-3_k127_612414_10,-,K07408,-,9e-41,137.4,0.0,1.7e-40,136.5,0.0
K07408,RP-T1-6_k127_168662_28,-,K07408,-,1.1e-30,104.1,0.0,1e-25,87.7,0.0
K07408,8-T1-6_k127_156082_12,-,K07408,-,2e-14,50.5,0.0,4.6e-12,42.7,0.0
K07408,SC-T1-3_k127_612414_11,-,K07408,-,9.2e-10,35.1,0.0,3.8e-07,26.5,0.0
K07408,RP-T1-3_k127_243354_8,-,K07408,-,2.4e-09,33.8,0.2,6e-08,29.1,0.2
K07408,HP-T1-3_k127_661173_5,-,K07408,-,2.1e-08,30.7,0.0,1.2e-07,28.1,0.0
K07408,RP-T1-6_k127_1114521_2,-,K07408,-,1e-07,28.4,0.1,2.9e-07,26.9,0.1
K07408,SC-T1-3_k127_1110081_9,-,K07408,-,1.2e-07,28.1,0.1,2.8e-05,20.3,0.1
K07408,HP-T1-9_k127_73685_7,-,K07408,-,6.2e-07,25.8,0.0,0.0032,13.5,0.0
K07408,8-T1-6_k127_217740_4,-,K07408,-,6.3e-07,25.8,0.0,1.1e-05,21.7,0.0
K07408,SC-T1-3_k127_492331_4,-,K07408,-,8.7e-07,25.3,0.0,0.0003,16.9,0.0
K07408,RP-T1-6_k127_1937782_13,-,K07408,-,9.1e-07,25.3,0.0,8.4e-05,18.8,0.0
K07408,RP-T1-9_k127_1065132_10,-,K07408,-,9.1e-07,25.2,0.0,0.0001,18.5,0.0
K07408,HP-T1-9_k127_73685_12,-,K07408,-,1.9e-06,24.2,0.0,0.0048,13.0,0.0
K07408,RP-T1-3_k127_2099112_9,-,K07408,-,4.2e-06,23.1,0.0,0.0025,13.9,0.0
K11163,RC-T1-9_k127_777842_4,-,K11163,-,1.7e-78,261.9,0.0,1.9e-78,261.7,0.0
K11163,SC-T1-3_k127_1057698_9,-,K11163,-,3.9e-31,105.9,0.6,4.7e-31,105.6,0.6
K11163,SC-T1-3_k127_953376_6,-,K11163,-,4.7e-30,102.3,1.7,6.2e-30,101.9,1.7
K11163,SC-T1-3_k127_853096_20,-,K11163,-,4e-29,99.2,1.1,4.7e-29,99.0,1.1
K11163,RP-T1-3_k127_622948_4,-,K11163,-,1.9e-28,97.0,0.7,2.2e-28,96.8,0.7
K11163,SC-T1-3_k127_461952_10,-,K11163,-,3.1e-28,96.3,2.6,3.7e-28,96.0,2.6
K11163,SC-T1-3_k127_786452_6,-,K11163,-,5e-26,89.0,2.8,6e-26,88.8,2.8
K11163,HP-T1-3_k127_661173_4,-,K11163,-,9.4e-26,88.1,2.7,1.2e-25,87.8,2.7
K11163,8-T1-6_k127_217740_14,-,K11163,-,2.9e-25,86.5,1.7,3.2e-25,86.4,1.7
K11163,RP-T1-6_k127_718646_6,-,K11163,-,9.7e-25,84.8,0.3,1.1e-24,84.7,0.3
K11163,SC-T1-3_k127_670092_10,-,K11163,-,1.3e-24,84.3,0.1,1.6e-24,84.1,0.1
K11163,SC-T1-3_k127_85119_12,-,K11163,-,1.2e-23,81.2,4.9,1.4e-23,81.0,4.9
K11163,SC-T1-3_k127_1057698_13,-,K11163,-,1.9e-23,80.5,6.1,3.2e-23,79.8,6.1
K11163,SC-T1-3_k127_163043_1,-,K11163,-,7.2e-23,78.6,0.0,9.3e-23,78.3,0.0
K11163,8-T1-6_k127_217740_12,-,K11163,-,9.7e-22,74.9,3.2,1.7e-12,44.5,0.2
K11163,SC-T1-3_k127_607320_8,-,K11163,-,1.6e-21,74.2,1.7,1.9e-21,74.0,1.7
K11163,RP-T1-9_k127_91681_14,-,K11163,-,1.1e-19,68.1,0.4,1.5e-19,67.7,0.4
K11163,RP-T1-3_k127_2099112_7,-,K11163,-,1.6e-19,67.6,0.1,2.1e-19,67.2,0.1
K11163,HP-T1-6_k127_816158_11,-,K11163,-,6.5e-18,62.3,0.0,7.7e-18,62.1,0.0
K11163,RC-T1-9_k127_759463_5,-,K11163,-,1.2e-17,61.4,0.0,1.4e-17,61.2,0.0
K11163,8-T1-6_k127_217740_6,-,K11163,-,4.7e-17,59.5,1.2,1.5e-15,54.5,0.6
K11163,SC-T1-3_k127_607320_3,-,K11163,-,4.3e-16,56.3,5.4,4.5e-11,39.8,2.6
K11163,RP-T1-3_k127_2099112_5,-,K11163,-,1.2e-14,51.6,0.0,1.3e-14,51.4,0.0
K11163,RP-T1-6_k127_168662_27,-,K11163,-,1.8e-12,44.4,0.1,4.5e-06,23.3,0.0
K11163,HP-T1-6_k127_294656_30,-,K11163,-,7.5e-12,42.3,1.8,4e-08,30.1,1.2
K11163,SC-T1-3_k127_612414_15,-,K11163,-,8.3e-12,42.2,0.1,1.9e-11,41.0,0.1
K11163,SC-T1-3_k127_242558_1,-,K11163,-,3.5e-07,26.9,10.2,0.00022,17.7,0.2
K11163,RC-T1-9_k127_8007_6,-,K11163,-,5e-07,26.4,1.3,0.00071,16.1,0.9
K11163,RC-T1-9_k127_759463_1,-,K11163,-,7.1e-06,22.7,0.1,7.3e-06,22.6,0.1
K06174,RP-T1-3_k127_1758766_3,-,K06174,-,1.3e-30,104.2,2.0,2.1e-11,40.6,0.2
K06174,11B-T1-3_k127_285612_10,-,K06174,-,3e-25,86.4,0.0,3.6e-25,86.2,0.0
K06174,RC-T1-9_k127_675902_13,-,K06174,-,4.2e-24,82.6,0.0,3.2e-14,49.9,0.1
K06174,SC-T1-3_k127_213245_11,-,K06174,-,6e-20,68.8,11.1,2.3e-08,30.5,0.1
K06174,11B-T1-3_k127_390147_7,-,K06174,-,3.3e-18,63.1,0.0,4.4e-18,62.7,0.0
K06174,8-T1-6_k127_217740_26,-,K06174,-,1.2e-17,61.3,0.1,4.1e-09,33.0,0.0
K06174,HP-T1-6_k127_50417_1,-,K06174,-,1.4e-17,61.1,0.1,1.7e-17,60.7,0.1
K06174,SC-T1-3_k127_163043_5,-,K06174,-,3.7e-17,59.6,0.2,2.8e-10,36.9,0.0
K06174,UAB-T1-9_k127_120282_3,-,K06174,-,1.6e-16,57.6,2.2,3.9e-08,29.8,0.0
K06174,8-T1-6_k127_217740_31,-,K06174,-,3.8e-16,56.3,0.0,2.4e-08,30.5,0.0
K06174,RP-T1-6_k127_243432_2,-,K06174,-,4.4e-16,56.1,0.0,1.3e-15,54.6,0.0
K06174,8-T1-6_k127_292798_8,-,K06174,-,1.5e-15,54.3,2.7,2.3e-08,30.5,0.0
K06174,8-T1-9_k127_384206_10,-,K06174,-,8.6e-15,51.8,0.0,1.6e-14,50.9,0.0
K06174,SC-T1-3_k127_441408_4,-,K06174,-,1.3e-13,47.9,0.0,2.8e-06,23.6,0.0
K06174,SC-T1-3_k127_1022113_7,-,K06174,-,1.3e-13,47.9,0.1,3.2e-12,43.3,0.1
K06174,UAB-T1-6_k127_697090_3,-,K06174,-,2.4e-13,47.0,0.0,3.4e-13,46.5,0.0
K06174,HP-T1-6_k127_294656_5,-,K06174,-,6.8e-13,45.5,0.2,5.4e-12,42.5,0.2
K06174,HP-T1-9_k127_916697_6,-,K06174,-,1.2e-12,44.7,0.3,1.1e-11,41.5,0.0
K06174,SC-T1-3_k127_730379_1,-,K06174,-,3.3e-12,43.2,0.5,1.9e-06,24.1,0.0
K06174,11B-T1-3_k127_968458_14,-,K06174,-,7.6e-12,42.0,0.0,1.6e-11,41.0,0.0
K06174,SC-T1-3_k127_163043_4,-,K06174,-,8.7e-12,41.8,0.1,8.9e-06,22.0,0.0
K06174,11B-T1-6_k127_510359_7,-,K06174,-,1.2e-11,41.3,0.1,3.3e-11,39.9,0.1
K06174,SC-T1-3_k127_1105723_1,-,K06174,-,1.5e-11,41.1,0.0,1.5e-05,21.2,0.0
K06174,HP-T1-9_k127_916697_7,-,K06174,-,2.6e-11,40.3,1.7,1.5e-10,37.8,1.7
K06174,SC-T1-3_k127_216863_12,-,K06174,-,1e-10,38.3,0.0,2e-07,27.4,0.0
K06174,RC-T1-9_k127_777842_6,-,K06174,-,2.1e-09,33.9,0.0,1.2e-07,28.2,0.0
K06174,11B-T1-6_k127_510359_6,-,K06174,-,3e-09,33.4,0.0,2.8e-08,30.2,0.0
K06174,RP-T1-3_k127_175146_10,-,K06174,-,4.5e-09,32.9,0.1,0.00012,18.2,0.0
K06174,RC-T1-3_k127_849532_2,-,K06174,-,5e-09,32.7,0.0,0.00012,18.2,0.0
K06174,SC-T1-3_k127_1105723_2,-,K06174,-,1.5e-08,31.2,0.2,1.4e-07,27.9,0.2
K06174,8-T1-6_k127_292798_7,-,K06174,-,2.2e-07,27.3,0.2,0.0012,14.9,0.0
K06174,SC-T1-3_k127_985991_4,-,K06174,-,2.1e-06,24.0,1.5,0.00026,17.1,0.4
K06174,SC-T1-3_k127_985991_3,-,K06174,-,5.1e-06,22.8,1.1,0.00095,15.2,0.4
K12201,8-T1-6_k127_283000_10,-,K12201,-,1.7e-42,143.0,13.0,2.1e-42,142.7,13.0
K12201,8-T1-6_k127_337061_8,-,K12201,-,1.4e-38,130.1,20.2,1.9e-38,129.7,20.2
K17946,SC-T1-3_k127_47800_9,-,K17946,-,2.9e-21,73.0,0.0,3.1e-19,66.3,0.0
K17946,SC-T1-3_k127_104701_2,-,K17946,-,4.8e-19,65.7,0.0,9.6e-19,64.7,0.0
K17946,SC-T1-3_k127_612414_10,-,K17946,-,8.2e-12,41.8,0.0,1.2e-11,41.3,0.0
K17946,RP-T1-6_k127_168662_28,-,K17946,-,2.2e-09,33.8,0.0,3.2e-09,33.3,0.0
K14270,8-T1-6_k127_99016_20,-,K14270,-,1.9e-06,24.4,0.0,0.0001,18.7,0.0
K01114,8-T1-6_k127_337061_16,-,K01114,-,4.4e-13,46.3,5.2,2.4e-10,37.2,1.5
K03741,RP-T1-6_k127_910567_15,-,K03741,-,1.5e-42,144.0,0.1,1.6e-42,143.9,0.1
K03741,SC-T1-3_k127_501952_24,-,K03741,-,1.1e-15,55.8,0.7,1.2e-15,55.6,0.7
K16400,RP-T1-6_k127_1937782_13,-,K16400,-,3.5e-63,211.3,0.1,1.1e-62,209.7,0.1
K16400,RP-T1-9_k127_1065132_10,-,K16400,-,4.8e-62,207.6,0.0,1.4e-61,206.1,0.0
K16400,SC-T1-3_k127_1110081_9,-,K16400,-,5.5e-62,207.4,0.0,7.4e-62,207.0,0.0
K16400,SC-T1-3_k127_612414_11,-,K16400,-,2.4e-58,195.4,0.0,3.1e-58,195.0,0.0
K16400,HP-T1-9_k127_73685_12,-,K16400,-,3.4e-58,194.9,0.0,4.2e-58,194.6,0.0
K16400,HP-T1-9_k127_73685_7,-,K16400,-,8.2e-58,193.6,0.0,1.3e-57,193.0,0.0
K16400,SC-T1-3_k127_492331_4,-,K16400,-,6.8e-57,190.6,0.0,8.4e-57,190.3,0.0
K16400,8-T1-6_k127_156082_12,-,K16400,-,7.2e-49,164.2,0.2,1.2e-48,163.4,0.2
K16400,RP-T1-3_k127_2099112_9,-,K16400,-,6.8e-47,157.7,0.0,1.1e-46,157.0,0.0
